Reading additional input from stdin...
OpenAI Codex v0.137.0
--------
workdir: /Users/abdslm/Desktop/SOLIDER-REID
model: gpt-5.5
provider: openai_http
approval: never
sandbox: read-only
reasoning effort: xhigh
reasoning summaries: none
session id: 019eeeaa-8e3a-7b72-bdee-6706a8228e9e
--------
user
Review experiments/cargo_cvpb/afd_train.py, focus on the NEW --ovli OVLIHead (Opposite-View Late-Interaction Evidence Alignment): token proj (Conv2d 2048->256 on a layer4 feature-map hook, adaptive-pool to 8x4 grid, L2-norm per token), opposite-view supervised-contrastive loss score=alpha*cos(global)+(1-alpha)*sym_MaxSim(bidirectional mean-max), logsumexp multi-positive, tau0.05 alpha0.5, lambda warmup --ovli_warmup. 逐行查: bug/runtime/shape/device/AMP数值安全; ★proj新参数是否正确加进optimizer(list(model.parameters())+list(ovli.parameters())+assert自检, 这是关键); MaxSim/logsumexp数值(无NaN, empty-candidate用-1e4 floor); train/test对称(eval默认global-only, --ovli_rerank可选); --ovli off精确复现baseline; --ovp/--ovli互斥。用web search查novelty撞车: opposite-view/cross-view token-set late-interaction(ColBERT/MaxSim)作为training-time cross-view retrieval loss 在 aerial-ground 或 person ReID 的先例(对比CM-EMD/G2DA VI-ReID OT, CVFT geo-localization, DTST token selection, CMPC prototype)。输出 Verdict(approve/needs-attention)+findings(severity Critical/High/Medium/Low)。
codex
我会按 code review 方式处理：先读项目接手文档和目标文件，定位 OVLI 参数接入、shape/device/AMP/数值路径，再补一轮 web novelty 对照。
exec
/bin/zsh -lc "sed -n '1,220p' experiments/results.md" in /Users/abdslm/Desktop/SOLIDER-REID
 succeeded in 0ms:
# 实验结果总表 — Phase 2: Pure Pose Heatmap

## 数据集: Occluded-Duke

### 无后处理（纯模型结果）

> 注：本节默认记录各实验的**首次单 seed / 单 checkpoint**结果，用于保留搜索轨迹；是否能作为论文主结论，以文末 **4090 多种子验证** 为准。

| ID | 方法 | mAP | R-1 | R-5 | R-10 | vs Baseline | 备注 |
### L1.（已确认正确，记录备查）梯度隔离干净
`bank`/`inited` 是 `register_buffer`(requires_grad=False)。`loss` 里 `protos=self.bank[:,v_opp,:]` 是常量，`z@protos.t()` 只把梯度回传到 `z`→encoder，不进 bank。`update` 是 `@torch.no_grad()` 且喂 detached feats。**无图泄漏**。

### L2.（已确认正确）冷启动 mask 不产生 NaN
`own_ok = valid[y]`(L136)只保留 own-opp 原型已 inited 的样本；`masked_fill`(L143)按全局 `valid` 屏蔽，目标列必在 `valid` 内 → 目标 logit 永不 -inf。本地脚本验证：含未初始化 pid 的 batch CE 有限、单有效列 CE=0。**无 inf-target 路径**。

### L3.（已确认正确）`--ovp` off 精确复现 baseline
ovp=False 时 `ovp=None`、`OVPMemory` **根本不构造**，forward 调用、`loss=ce+tri`、optimizer.step、`scaler` 路径与 baseline 完全一致；CE/Triplet/Warmup/eval/set_seed 是**从 `afd_reid/afd_train.py` import 的同一份**(byte-identical by construction)。baseline 可复现性不破坏。

### L4.（已确认正确）双视角同 batch 的 update 不串味
`update`(L94-111)外层按 view 循环，pid 同时出现在两视角时 `bank[pid,0]`/`bank[pid,1]` 独立写；`fv[lv==pid].mean(0)` 只平均同视角同 pid。**无 cross-view 污染**。

### L5.（已确认正确）optimizer 无需加 OVP 参数
OVP 仅 buffer、无可学习参数，`AdamW(model.parameters())`(L236)不需也不应加 ovp.parameters()。`ovp.to(device)` 让 buffer 落在 cuda，单 GPU 正确。

### L6.（潜在风险，仅记录）F.normalize eps=1e-12 低于 fp32 噪声地板
`update` L104 `gmean=fv[lv==pid].mean(0)` 若同 pid K=4 样本方向高度发散，pre-normalize 均值可能 small-norm，eps=1e-12 下放大噪声。但 EMA(L109，momentum 0.2 混两个单位向量)最小范数≈0.6，**真 div-by-zero 不可达**。trained 特征下概率极低，仅记录。

### L7.（未来 DDP 风险，仅记录）多 GPU 未处理
本文件**单 `device='cuda'`、无 DataParallel/DDP**，buffer 正确。若未来上 DDP：bank/inited 无梯度不会被 grad-sync，且 `broadcast_buffers=True` 会每次 forward 用 rank-0 的 bank 覆盖其它 rank 的 EMA，静默丢更新。当前不触发，仅作未来告警。

### L8.（已确认正确）maxsim_probe 排序符号一致
`maxsim_probe.py` 把 global cos 与 maxsim 在**相似度空间**相加(L326 `hyb=gsim+beta*msim`)，按 `-hyb`(距离)排序(L326 调用)，β=0 复现 global cosine 排序。注释 L19-38 已显式说明"不把 distance 与 similarity 混加"。逻辑自洽，且实测 β=0 复现 32.48。

---

## 启动前必做清单（按严重度）

1. **[H1]** 给 OVP 加 λ/tau warmup（避尖峰）**且**日志加"有效 OVP 样本/列数"（区分退化 0 vs 收敛 0）。— **训练前强制**（日志铁律）。
2. **[M1]** 修正 fp32 注释或真包 `autocast(enabled=False)`。
3. **[M2]** 修正"update after step"误导注释。
4. **[M5]** 在 design.md 显式记录 OVP-Mem 与 CMPC/MBCE/PDPA 的重叠，限定其为 empirical 组件、非 headline。— **进方法稿前强制**。
5. [M3][M4] 建议但非阻断：声明 per-direction 平权；加固 import 解析。

**审查结论：需修改。** 无 Critical/无崩溃 bug，但 H1（训练动力学+日志）必须在启动前处理；M5（novelty）必须在进方法稿前处理。处理 H1 后即可启动 kill-switch #2 训练（empirical 探索性质，符合 design 的分阶段判据）。

（≥30 行，满足 hook 阻断条件。）

 succeeded in 0ms:
# 实验 CVPB: CARGO 航拍-地面 跨视角原型桥接 + 局部证据匹配

> 战略重思后选定(5 死角后, 3 codex strat 强收敛)。★★方法论转向: **放弃"验证 confound 是真依赖"(杀光一切), 改 empirical 涨点导向**——在 CARGO baseline 上试 +module 能否 beat = 真 kill-switch。这是 167 篇库真实配方(命名 gap + 2 模块 + 多数据集 SOTA 表 + framing)。

## 动机
- CARGO 航拍-地面 baseline(resnet50 BoT)mean A↔G mAP **32.48%**, VDT SOTA ~50% → **大 headroom**。AGPReID 活赛道(VDT CVPR24 / SeCap CVPR25 / GSAlign NeurIPS25 / ViSA CVPR26), 范式都是"命名视角/几何/语义 gap + 2 模块 + CARGO/AG-ReID 表", **不证 confound 依赖**。
- ★framing(避开那堵墙): **不是"模型被 view confound 骗"**(那已被 trained 模型 handle)——而是 **aerial-ground 单张图的身份证据在两视角下不一一对应**, 这是 ID loss/triplet 的全局监督约束不到的真实 gap(局部对应/跨视角证据补全)。

## 核心假设(empirical, 非 confound)
全局 cosine 之外加 (1) 跨视角原型对齐 + (2) 局部 token 集合匹配, 能补全单图缺失的对侧视角证据 → mAP 涨。**判据 = 涨点, 不是 confound 真伪**。

## 技术方案
- **模块1 OVP-Mem(Opposite-View Prototype Memory)**: 每 train pid 维护 aerial / ground 两个 EMA 原型。样本除 CE+triplet 外, aerial image 拉近同 pid 的 **ground** 原型(InfoNCE: sim(z, P[y, opp_view])/τ 分类到 y)。≠死掉的 CV-triplet(那是 batch 内跨视角正对稀缺假设, 已证 88% batch 有; 这里是**全局原型级跨视角监督, 覆盖 hard tail**)。
- **模块2 Local Token MaxSim**: feature map 切 K 个局部 evidence token, 测试 `global cosine + β·双向 MaxSim(tokens)`, 训练 token-level ID/SupCon + diversity 防坍缩。**不强制同部位对齐**(non-correspondence set matching)。≠GSAlign(无 TPS warp)/ ViSA(无 expert graph)/ SeCap(无 prompt)。

## ★ kill-switch(empirical, 分阶段, 现成 baseline)
1. **零训练 token-MaxSim probe**(最便宜, 先跑): CARGO baseline checkpoint 抽 feature map, 测 `global cosine` vs `global + 局部 MaxSim hybrid` 的 A↔G mAP。**+0.5~1.0 mAP** = 局部匹配有料 → 继续。
2. **OVP-Mem only 训练**: ep10/20 vs baseline 同 epoch, **≥+1.0** 继续。
3. **OVP+Local 训练**: final **≥35-36 mAP**(baseline 32.48)→ 进方法稿; 接近 38+ → 扩 Swin/VDT 级主表。
- **不涨 = 换 module**(empirical, 不纠结 confound 真伪)。这是新 approach 的核心: 直接试涨点。

## 对照 / 消融
baseline 32.48 → +OVP-Mem → +Local-MaxSim → +both; K(token 数) / β / τ 敏感性; EMA momentum。

## novelty 切开(查重)
- VDT(view decoupling + orthogonal): 我们不做 view-related/unrelated 减法解耦。
- SeCap(adaptive prompt + local refine): 不做 prompt recalibration。
- GSAlign(LTPS 几何 warp + visibility mask): 不做 TPS / 不叫 visibility mask。
- ViSA(view-aware expert graph): 不做 expert/graph。
- SD-ReID(diffusion 生成 all-view): 不用 diffusion。
- 我们的: **cross-view local evidence densification via opposite-view prototype + non-correspondence set matching**。

## 数据 / venue
- CARGO(lab-3090 现成)。补 AG-ReID.v2 多数据集表。
- venue: AGPReID 活, ICME/ACCV/BMVC 稳, 强则冲 CVPR-tier 子方向。

## ★ kill-switch 进度(2026-06-22)
- **#1 零训练 MaxSim probe: 弱 PASS +0.86**(8×4 grid β=1.0 → 33.34 vs baseline 32.48; pipeline 验证 global cosine 精确复现 32.48; 增益集中 aerial-query A→G 32.90→34.18 **+1.28**, G→A 平~32)。局部 token 集合匹配有料但弱。
- **双审**: Claude review 无 Critical, **H1 训练动力学已修**(λ warmup `ovp_warmup=10` + inited 列数日志, 防冷启动梯度尖峰), 审查通过。⚠️**H2/M5 novelty 撞车**: OVP-Mem(对侧视角原型+InfoNCE)≈ **PDPA(2025 同 CARGO)/ CMPC(CVPR22)/ MBCE(AAAI23 VI-ReID)** → **OVP 当组件不当 headline, 用 Local-MaxSim 集合匹配(non-correspondence)差异化**。Codex review 进行中。
- **#2 OVP-Mem 训练**: 待 Codex 审通过 → 训 60ep, 看是否 beat 32.48(★empirical 判据, 非 confound)。ep10/20 看 warmup 后趋势, final ≥35 进方法线。

## 备选(此线不涨则转)
- strat_3: Camera Residual TTA(source-free open-camera test-time adaptation, Market→MSMT/CARGO OOD, 贴 DART3/TEMP)——OOD 方向, 也绕开那堵墙。
- strat_1: CARGO View-Conditioned Token Evidence Matching(和本方案 module2 同源)。

---

# OVLI: Opposite-View Late-Interaction Evidence Alignment(★headline, 5-codex 收敛)

## 为什么从 OVP 转 OVLI
- **OVP-Mem 的硬伤是 novelty 撞车**(claude/codex 双审都标 High): per-view EMA prototype + opposite-view InfoNCE ≈ **CMPC(CVPR22)/MBCE(AAAI23)/PDPA(2025 同 CARGO)** 近乎逐字同构, 当 headline 过不了 novelty review。
- **但 OVP 训练验证了方向有料**: baseline 32.48 → OVP ep30 **39.18(+大)**, 证明"跨视角身份证据对齐"有 **BIG headroom**(不是 confound 噪声, 是真信号)。
- **OVLI 保留方向、换掉撞车的机制**: 把 per-pid prototype contrast 改成 **token-set late-interaction(ColBERT/MaxSim 风格)的 sample-to-sample 跨视角检索 loss**——无 prototype/memory/EMA, 直接局部 token 集合**部分匹配**。

## framing(差异化 headline)
**跨视角身份证据是"部分 token-set 匹配"问题, 不是"全局原型对齐"问题。** 航拍-地面单图在两视角下**无 1-1 部位对应**(俯视看头肩/平视看全身)。全局原型(OVP/CMPC)对"缺失区域"一律惩罚, 把不可对应的部分也算进相似度; **partial MaxSim 让"能对上的 token"承担相似度, 对不上的不拖累**——这正是 late-interaction 的 retrieval 语义, 契合跨视角证据稀疏/不对齐的本质。

## 核心假设
全局 cosine 之外, 加 **opposite-view sample-to-sample 的 (global cos + 双向 MaxSim) 混合检索 loss**(supervised-contrastive), 让 encoder 学到"对侧视角下能局部匹配上的身份证据" → mAP 涨。判据 = 涨点。

## 技术方案(已实现, `afd_train.py --ovli`)
1. **token 抽取(复用 maxsim_probe 配方)**: hook `model.layer4`(GeM 前 spatial map, 16×8)→ `adaptive_avg_pool2d` 到 grid(默认 8×4=32 token)→ flatten → **新增 1×1 conv proj 到 256d + 逐 token L2-norm**。
   - ★**proj 是新可学参数**, `OVLIHead.proj`(Conv2d 2048→256), **已加进 optimizer**(`list(model.parameters())+list(ovli.parameters())`, 且有 assert 自检 proj 在 optimizer.param_groups 里)。这是与 OVP(无新参数)的关键结构差异。
   - hook **不 detach**, 梯度回流 layer4→proj。
2. **opposite-view retrieval loss**(`OVLIHead.loss`): batch 内, anchor(view v)的 positive = 同 pid 的 **opposite-view(1-v)** 样本, negative = 其它 pid 的 opposite-view 样本; **同视角样本完全排除出候选**(纯跨视角目标)。
   - `score(i,j) = α·cos(g_i,g_j) + (1-α)·sym_MaxSim(tok_i,tok_j)`, sym_MaxSim = 双向 mean-max `0.5*(mean_u max_s + mean_s max_u)`(对称)。α=0.5。
   - 多正样本: **logsumexp supervised-contrastive**(`L_i = -logsumexp(score(i,pos)/τ) + logsumexp(score(i,cand)/τ)`, τ=0.05), 对"有 ≥1 opp 正 且 ≥1 opp 负"的 anchor 求均值。**无 memory/EMA/prototype。**
3. **★H1 教训(从 OVP 继承)**: `--ovli_warmup`(默认 10)对 λ 线性 warmup, 防随机 proj 早期梯度尖峰。epoch 日志 `OVLI[lam_eff loss pos neg gap]` 监控塌缩/过强。
4. **train/test 对称 + AMP 安全**:
   - OVLI 是训练期 loss; eval 默认 **global-only 不变**(精确 == baseline)。`--ovli_rerank` 可选额外报 `global + MaxSim` rerank(global 与 rerank 两个数都打印), 用与训练**同一套** proj token + 双向 MaxSim。
   - OVLI loss 在 `autocast(enabled=False)` 内走**真 fp32**(cos/MaxSim/logsumexp 在 τ=0.05 下要 fp32; proj 也在 fp32 跑), 修了 OVP 审查里"注释说 fp32 但其实在 autocast 内"的 M1。
   - `--ovli` off 精确复现 baseline(`ovli=None`, OVLIHead 不构造, optimizer 只含 model params)。
   - `--ovp` 与 `--ovli` 互斥(两个不同跨视角机制, 不混跑混淆消融)。

## kill-switch / 判据(empirical)
- **#2′ OVLI only 训练**(GPU 空出后): ep10/20/30 vs baseline 同 epoch。OVP ep30 到 39.18, OVLI 至少要进同量级才说明 late-interaction 机制不输 prototype。
- final **≥35-36 mAP**(baseline 32.48)→ 进方法稿; 接近 OVP 的 39+ 且 novelty 干净 → 扩 Swin/VDT 级主表 + AG-ReID.v2 多数据集。
- 消融: α(global vs MaxSim 权重)/ τ / grid(token 数 K)/ λ / proj_dim; OVLI vs OVP 同设置对比(证 late-interaction ≥ prototype 且 novelty 更干净)。
- **不涨 = 换 module**。

## novelty 切开(查重)
- vs OVP/CMPC/MBCE/PDPA: **无 prototype/memory/EMA**, sample-to-sample late-interaction, 这正是绕开 OVP 撞车的点。
- vs ColBERT/MaxSim(IR/ReID rerank): 我们不是把 MaxSim 当 **test-time rerank**(那是 maxsim_probe kill-switch #1 已做的弱 +0.86), 而是把 opposite-view late-interaction 当 **训练期跨视角监督 loss**(让 encoder 内化局部可匹配证据), eval 默认仍 global-only。
- vs GSAlign(TPS warp + visibility): **不强制部位对应**(non-correspondence partial set matching), 无几何 warp、无 visibility mask。
- 我们的: **cross-view identity evidence as opposite-view late-interaction (partial token-set) retrieval, learned as a training objective**。

## 代码审查 / 验证(2026-06-22)
- 已写 `OVLIHead`(token proj + 双向 MaxSim + opp-view supcon loss)+ `ovli_rerank_eval`(eval 期 global vs global+MaxSim 双报)。
- **本地隔离 numeric smoke test(导入仓库真实 OVLIHead, 非副本)全过**: token shape (64,32,256) 逐 token L2-norm; sym_MaxSim 对称、self 对角≈1; 正常 batch loss 有限>0 且梯度回流 **proj.weight + global feat**; all-same-view batch loss=0 不崩; 某 pid 无 opp 正样本时该 anchor 被排除、loss 仍有限、grad 有限; fp16 cached map→fp32 token; AdamW 实际推动 proj 权重。
- ast.parse + py_compile 通过。待 codex 双审 → GPU 空出后训练(当前 GPU 被 OVP 占)。

exec
/bin/zsh -lc "sed -n '1,260p' experiments/cargo_cvpb/codex_review_ovli.txt" in /Users/abdslm/Desktop/SOLIDER-REID
 succeeded in 0ms:
Reading additional input from stdin...
OpenAI Codex v0.137.0
--------
workdir: /Users/abdslm/Desktop/SOLIDER-REID
model: gpt-5.5
provider: openai_http
approval: never
sandbox: read-only
reasoning effort: xhigh
reasoning summaries: none
session id: 019eeeaa-8e3a-7b72-bdee-6706a8228e9e
--------
user
Review experiments/cargo_cvpb/afd_train.py, focus on the NEW --ovli OVLIHead (Opposite-View Late-Interaction Evidence Alignment): token proj (Conv2d 2048->256 on a layer4 feature-map hook, adaptive-pool to 8x4 grid, L2-norm per token), opposite-view supervised-contrastive loss score=alpha*cos(global)+(1-alpha)*sym_MaxSim(bidirectional mean-max), logsumexp multi-positive, tau0.05 alpha0.5, lambda warmup --ovli_warmup. 逐行查: bug/runtime/shape/device/AMP数值安全; ★proj新参数是否正确加进optimizer(list(model.parameters())+list(ovli.parameters())+assert自检, 这是关键); MaxSim/logsumexp数值(无NaN, empty-candidate用-1e4 floor); train/test对称(eval默认global-only, --ovli_rerank可选); --ovli off精确复现baseline; --ovp/--ovli互斥。用web search查novelty撞车: opposite-view/cross-view token-set late-interaction(ColBERT/MaxSim)作为training-time cross-view retrieval loss 在 aerial-ground 或 person ReID 的先例(对比CM-EMD/G2DA VI-ReID OT, CVFT geo-localization, DTST token selection, CMPC prototype)。输出 Verdict(approve/needs-attention)+findings(severity Critical/High/Medium/Low)。
codex
我会按 code review 方式处理：先读项目接手文档和目标文件，定位 OVLI 参数接入、shape/device/AMP/数值路径，再补一轮 web novelty 对照。
exec
/bin/zsh -lc "sed -n '1,220p' experiments/results.md" in /Users/abdslm/Desktop/SOLIDER-REID
 succeeded in 0ms:
# 实验结果总表 — Phase 2: Pure Pose Heatmap

## 数据集: Occluded-Duke

### 无后处理（纯模型结果）

> 注：本节默认记录各实验的**首次单 seed / 单 checkpoint**结果，用于保留搜索轨迹；是否能作为论文主结论，以文末 **4090 多种子验证** 为准。

| ID | 方法 | mAP | R-1 | R-5 | R-10 | vs Baseline | 备注 |
|----|------|-----|-----|-----|------|-------------|------|
| 000 | Baseline (SOLIDER-Swin-Tiny, SW=0.2) | 56.6% | 66.5% | 79.4% | 83.4% | — | 120 epoch, 完美复现 |
| 001 | + Pose Part Pooling (sigmoid, 5 parts) | 57.1% | 66.7% | 78.4% | 83.0% | mAP+0.5%, R1+0.2% | Part 分类器收敛慢(id_part≈2.0 vs id_global≈0.2) |
| 001* | ↳ part-only 特征 | **57.5%** | **67.1%** | 79.1% | 83.5% | mAP+0.9%, R1+0.6% | Part 单独使用反而最好 |
| 002 | + Pose Part Pooling (spatial_softmax, T=1.0) | 57.2% | 66.4% | 79.2% | 83.5% | mAP+0.6%, R1-0.1% | 与 sigmoid 几乎相同 |
| 002* | ↳ part-only 特征 | **57.5%** | 66.8% | 79.6% | 84.0% | mAP+0.9%, R1+0.3% | 再次确认 part 单独使用更好 |
| 003 | Part-Dominant (67% part loss, part-only test) | 50.2% | 59.1% | 73.7% | 78.7% | mAP-6.4%, R1-7.4% | ❌ 降低 global weight 伤 backbone, ep60 终止 |
| 004 | + PFM (pose feature modulation, part-only test) | 57.5% | 66.3% | 79.6% | 84.1% | mAP+0.9%, R1-0.2% | 🟡 mAP 同 001*, R1 差 0.8%. PFM 加速收敛但不改善最终结果 |
| 004-g | ↳ global 特征 | 57.4% | 66.1% | 79.6% | 83.9% | mAP+0.8%, R1-0.4% | Global 略好于 001-global (57.1%), PFM 帮助 global |
| 005 | Stage 2 Part Pooling (24×8, 384ch, part-only) | 37.0%* | 44.8%* | 59.1%* | 65.2%* | mAP-19.6% | ❌ ep40 数据, ep49 OOM 终止. Stage 2 语义不足 |
| 006 | L2-norm concat (exp001 model, test-only) | 57.4% | 66.9% | 78.9% | 83.5% | mAP+0.8% | 🟡 比 concat(57.2%) 好, 但不如 part-only(57.5%) |
| **007** | **Pose Spatial Gate in Backbone (PSG)** | **58.3%** | **67.9%** | **80.8%** | **84.9%** | **mAP+1.7%, R1+1.4%** | **✅ 3-seed mean = 57.83% / 67.13%，所有 seed 均优于 baseline，PSG 有效** |
| 008 | PSG + Part Pooling (part_only test) | 57.7% | 66.0% | 78.3% | 82.8% | mAP+1.1%, R1-0.5% | 🟡 组合不叠加, 低于 PSG-only. Part pooling 拖累全局特征 |
| 009 | Multi-stage PSG (Stage 2+3) | 58.3% | 67.2% | 81.2% | 85.2% | mAP+1.7%, R1+0.7% | 🟡 mAP 匹配 exp007, R1 略低(-0.7%), R5/R10 略优. 多 156K params 无显著收益 |
| 010 | PSG + Backbone Freeze 5ep | 12.5%* | 17.5%* | 30.4%* | 36.7%* | — | ❌ ep30 终止. 冻结 backbone 导致灾难性特征损坏 |
| 011 | PSG Stage 3 (200 epochs) | 58.3% | 67.6% | 81.1% | 85.3% | mAP+1.7%, R1+1.1% | 🟡 与 exp007(120ep) mAP 相同, 75% 更多训练时间无收益 |
| 012 | Pose Attention Bias (PAB, Stage 3) | 57.4% | 67.3% | 81.4% | 86.2% | mAP+0.8%, R1+0.8% | 🟡 有效但弱于 PSG. 仅 5.4K params. 证明 feature gate > attn bias |
| 013 | PSG + PAB Combo (Stage 3) | 57.6% | 67.2% | 81.3% | 84.4% | mAP+1.0%, R1+0.7% | ❌ 双重注入互相干扰, 不如 PSG-only(-0.7% mAP). PAB 拖累 PSG 收敛 |
| 014 | PSG + Part Supervision (global test) | 57.6% | 65.8% | 77.9% | 82.6% | mAP+1.0%, R1-0.7% | ❌ 用 exp008 checkpoint 直接验证。Part supervision 梯度损害 PSG global feature |
| 015 | PSG Spatial (3×3 DWConv) | 58.3% | 67.1% | 81.4% | 85.8% | mAP+1.7%, R1+0.6% | 🟡 mAP 匹配 exp007, R1 低 0.8%. 3×3 conv 冗余，1×1 已足够 |
| 016 | PSG + Pose-Guided Erasing (PGE) | 54.8% | 65.0% | 77.7% | 82.2% | mAP-1.8%, R1-1.5% | ❌ PGE 替代 RE 严重有害 (-3.5% vs exp007). 身体部件级擦除过强 |
| 017 | PSG + Pose Channel Gate (PCG) | 58.0% | 67.3% | 80.9% | 85.3% | mAP+1.4%, R1+0.8% | 🟡 与 exp007 持平(-0.3% mAP). 通道级正交不干扰但无额外收益 |
| 018 | PCG-only (无 PSG) | 57.8% | 67.7% | 81.4% | 86.2% | mAP+1.2%, R1+1.2% | 🟡 PCG 有独立效果(+1.2%), 但低于 PSG(-0.5%). PSG+PCG 不叠加 |
| 019 | Pose Cross-Attention (PXA, 替代 PSG) | 57.3% | 66.9% | 80.4% | 85.3% | mAP+0.7%, R1+0.4% | 🟡 有效但弱于 PSG(-1.0% mAP). Cross-attn 过拟合严重, 简单门控更好 |
| 020 | PSG + Pose Reconstruction Aux (PRA) | 57.8% | 67.3% | 80.3% | 84.7% | mAP+1.2%, R1+0.8% | 🟡 中性. 辅助重建任务不改善 PSG(-0.5% mAP). 后期梯度干扰导致锯齿波动 |
| 021 | Content-Adaptive PSG (CAPSG) | 57.2% | 66.0% | 80.5% | 85.2% | mAP+0.6%, R1-0.5% | ❌ Content-dependent gate 弱于静态 PSG(-1.1% mAP). 过度参数化, PSG 简洁性即优势 |
| 022-g | PDS global-only (独立Stage3, PSG全局分支) | 57.9% | 67.1% | 80.0% | 84.2% | mAP+1.3%, R1+0.6% | 🟡 PSG 增益大部分保留(-0.4% vs exp007), Stage 3 解耦有效 |
| 022-cs | PDS concat_scaled | 57.5% | 66.5% | 79.4% | 83.8% | mAP+0.9%, R1±0% | 🟡 Part 缩放融合 = baseline 水平, Part 仍有噪声 |
